1	4.6992
2	4.7995
3	4.9096
4	4.9096
5	4.8362
6	4.9371
7	4.8637
8	4.5609
9	4.4599
10	4.5884
11	4.5425
12	4.5609
13	4.4508
14	4.4049
15	4.3498
16	4.2489
17	4.203
18	4.0378
19	4.0103
20	4.1296
21	4.1296
22	4.3406
23	4.1846
24	4.1938
25	4.102
26	4.0378
27	3.8726
28	3.7625
29	3.79
30	4.1204
31	4.2305
32	4.5884
33	4.2764
34	4.3223
35	4.4599
36	4.4049
37	4.6802
38	4.5701
39	4.671
40	4.6435
41	4.616
42	4.5517
43	4.4691
44	4.4049
45	4.4967
46	4.6618
47	4.6435
48	4.772
49	4.9371
50	4.8821
51	4.7444
52	4.8546
53	4.9371
54	5.0381
55	4.9922
56	5.0564
57	4.772
58	4.8821
59	4.8178
60	4.9004
61	4.7444
62	4.928
63	4.9555
64	5.0106
65	5.0106
66	5.0106
67	5.0106
68	5.1574
69	5.1941
70	5.1757
71	5.139
72	5.139
73	5.1849
74	5.1666
75	5.1941
76	5.0197
77	5.1023
78	5.0656
79	4.9922
80	4.983
81	4.9739
82	4.8729
83	4.8913
84	4.7995
85	4.671
86	4.6251
87	4.6985
88	4.7628
89	4.8178
90	4.8913
91	4.9371
92	4.7911
93	4.6523
94	4.6061
95	4.5321
96	4.3841
97	4.3286
98	4.4211
99	4.5043
100	4.4396
101	4.5228
102	4.4673
103	4.3933
104	4.3286
105	4.4303
106	4.5136
107	4.5506
108	4.4303
109	4.5321
110	4.5136
111	4.4673
112	4.5321
113	4.5876
114	4.6153
115	4.5876
116	4.5136
117	4.4118
118	4.3101
119	4.4026
120	4.4766
121	4.3748
122	4.3563
123	4.3286
124	4.2916
125	4.3748
126	4.5321
127	4.4673
128	4.4488
129	4.3101
130	4.3841
131	4.2824
132	4.2546
133	4.2824
134	4.2824
135	4.2084
136	4.2361
137	4.2084
138	4.0974
139	4.1251
140	4.1066
141	4.1251
142	4.1806
143	4.0974
144	3.9494
145	3.9216
146	3.8846
147	3.7921
148	3.7274
149	3.6257
150	3.4592
151	3.5147
152	3.6627
153	3.7274
154	3.6257
155	3.5887
156	3.5609
157	3.6442
158	3.4962
159	3.5887
160	3.7182
161	3.7459
162	3.8384
163	3.8476
164	3.7921
165	3.7089
166	3.7736
167	3.8384
168	3.7921
169	3.8291
170	3.8939
171	3.8939
172	3.8569
173	3.6997
174	3.7089
175	3.6257
176	3.7459
177	3.7274
178	3.6997
179	3.8661
180	3.9586
181	3.9956
182	3.9586
183	4.0141
184	3.9864
185	3.9771
186	3.9956
187	3.9586
188	3.9586
189	3.8569
190	3.9216
191	3.8106
192	3.8291
193	3.8106
194	3.7551
195	3.6349
196	3.6997
197	3.6904
198	3.7459
199	3.7921
200	3.8846
201	3.7921
202	3.7274
203	3.6534
204	3.7459
205	3.6904
206	3.7182
207	3.5609
208	3.6257
209	3.6812
210	3.6442
211	3.6534
212	3.5424
213	3.5147
214	3.5794
215	3.5979
216	3.7551
217	3.7551
218	3.6719
219	3.6904
220	3.8291
221	3.8569
222	3.8754
223	3.8754
224	3.8846
225	3.8384
226	3.8014
227	3.8014
228	3.8846
229	3.9124
230	3.9864
231	4.0326
232	3.8661
233	3.8569
234	3.8661
235	3.8661
236	3.7921
237	3.7736
238	3.9216
239	3.8476
240	3.8846
241	3.8291
242	3.8476
243	3.7367
244	3.6997
245	3.7921
246	3.7367
247	3.7459
248	3.7367
249	3.7551
250	3.6997
251	3.6997
252	3.6997
253	3.6072
254	3.5979
255	3.6257
256	3.6257
257	3.5979
258	3.8291
259	3.7829
260	3.7274
261	3.7274
262	3.6072
263	3.6349
264	3.5794
265	3.4407
266	3.5702
267	3.5147
268	3.4592
269	3.4777
270	3.4222
271	3.4684
272	3.3667
273	3.2834
274	3.191
275	3.2557
276	3.3759
277	3.2557
278	3.2372
279	3.3019
280	3.1725
281	3.117
282	3.0522
283	3.0615
284	3.1632
285	3.191
286	3.2187
287	3.043
288	3.0522
289	3.1077
290	3.3852
291	3.4037
292	3.1725
293	3.1632
294	3.3204
295	3.2187
296	3.3204
297	3.2464
298	3.1355
299	3.1725
300	3.117
301	3.3112
302	3.191
303	3.5239
304	3.5517
305	3.7459
306	3.7921
307	4.4211
308	4.0049
309	4.0511
310	3.9771
311	3.8846
312	3.6534
313	3.7182
314	3.7459
315	3.8384
316	3.5147
317	3.5239
318	3.5609
319	3.5979
320	3.6257
321	3.6812
322	3.6349
323	3.5147
324	3.4499
325	3.3759
326	3.3389
327	3.4222
328	3.7736
329	3.7274
330	3.6072
331	3.5887
332	3.5239
333	3.6997
334	3.8199
335	3.8291
336	3.7274
337	3.5979
338	3.5147
339	3.6257
340	3.8661
341	3.8661
342	3.8661
343	3.9864
344	3.8384
345	3.8754
346	3.7459
347	3.7459
348	3.8106
349	3.6349
350	3.6627
351	3.5979
352	3.5847
353	3.8081
354	3.864
355	3.8454
